"year","name","rating"
2018,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",4.8
2018,"Dear Zoo: A Lift-the-Flap Book",4.8
2018,"The Very Hungry Caterpillar",4.9
2018,"The Hate U Give",4.8
2018,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",4.7
2018,"Homebody: A Guide to Creating Spaces You Never Want to Leave",4.8
2018,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",4.4
2018,"Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.)",4.8
2018,"Player's Handbook (Dungeons & Dragons)",4.8
2018,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",4.9
2018,"Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering",4.4
2018,"How to Win Friends & Influence People",4.7
2018,"The 5 Love Languages: The Secret to Love that Lasts",4.8
2018,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",4.8
2018,"A Wrinkle in Time (Time Quintet)",4.5
2018,"Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution",4.8
2018,"The Wonderful Things You Will Be",4.9
2018,"Little Fires Everywhere",4.5
2018,"Magnolia Table: A Collection of Recipes for Gathering",4.8
2018,"Milk and Honey",4.7
2018,"Crazy Rich Asians (Crazy Rich Asians Trilogy)",4.3
2018,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life",4.7
2018,"Fahrenheit 451",4.6
2018,"The Wonky Donkey",4.8
2018,"Fear: Trump in the White House",4.4
2018,"Fire and Fury: Inside the Trump White House",4.2
2018,"Publication Manual of the American Psychological Association, 6th Edition",4.5
2018,"First 100 Words",4.7
2018,"12 Rules for Life: An Antidote to Chaos",4.7
2018,"The Meltdown (Diary of a Wimpy Kid Book 13)",4.8
2018,"P is for Potty! (Sesame Street) (Lift-the-Flap)",4.7
2018,"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals",4.3
2018,"Giraffes Can't Dance",4.8
2018,"Educated: A Memoir",4.7
2018,"Ready Player One: A Novel",4.6
2018,"Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane",4.6
2018,"Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5)",4.9
2018,"Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6)",4.9
2018,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",4.6
2018,"The President Is Missing: A Novel",4.3
2018,"Goodnight Moon",4.8
2018,"A Higher Loyalty: Truth, Lies, and Leadership",4.7
2018,"Oh, the Places You'll Go!",4.9
2018,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",4.5
2019,"P is for Potty! (Sesame Street) (Lift-the-Flap)",4.7
2019,"National Geographic Kids Why?: Over 1,111 Answers to Everything",4.8
2019,"Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)",4.6
2019,"Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal",4.6
2019,"The Silent Patient",4.5
2019,"What Should Danny Do? (The Power to Choose Series)",4.8
2019,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life",4.6
2019,"National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books)",4.8
2019,"Goodnight Moon",4.8
2019,"Guts",4.8
2019,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness",4.7
2019,"Can't Hurt Me: Master Your Mind and Defy the Odds",4.8
2019,"The Guardians: A Novel",4.5
2019,"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…",4.7
2019,"Brown Bear, Brown Bear, What Do You See?",4.9
2019,"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",4.8
2019,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",4.9
2019,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",4.7
2019,"Player's Handbook (Dungeons & Dragons)",4.8
2019,"The Very Hungry Caterpillar",4.9
2019,"The Wonderful Things You Will Be",4.9
2019,"The Wonky Donkey",4.8
2019,"Howard Stern Comes Again",4.3
2019,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",4.8
2019,"Oh, the Places You'll Go!",4.9
2019,"If Animals Kissed Good Night",4.8
2019,"Becoming",4.8
2019,"Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…",4.4
2019,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle",4.3
2019,"Strange Planet (Strange Planet Series)",4.9
2019,"It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered",4.8
2019,"Where the Crawdads Sing",4.8
2019,"To Kill a Mockingbird",4.8
2019,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",4.8
2019,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",4.8
2019,"Wrecking Ball (Diary of a Wimpy Kid Book 14)",4.9
2019,"The 5 Love Languages: The Secret to Love that Lasts",4.8
2019,"Unfreedom of the Press",4.9
2019,"Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books)",4.8
2019,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",4.8
2019,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing",4.5
2019,"Educated: A Memoir",4.7
2019,"The Mueller Report",4.6
2019,"Giraffes Can't Dance",4.8
2019,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",4.6
2019,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life",4.7
2019,"Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7)",4.9
2019,"Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8)",4.9
2019,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",4.6
2019,"Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6)",4.9
